Unnamed: 0,Penyakit,Gejala_1,Gejala_2,Gejala_3,Gejala_4
3022,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
3037,GERD,sakit perut,keasaman,bisul di lidah,muntah
3040,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
3041,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
3042,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
3045,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
3046,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
3049,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
3050,Malaria,panas dingin,muntah,demam tinggi,berkeringat
3051,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
3052,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
3053,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
3060,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
3061,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
3062,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
3063,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
3078,GERD,sakit perut,keasaman,bisul di lidah,muntah
3081,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
3082,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
3083,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
3086,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
3087,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
3090,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
3091,Malaria,panas dingin,muntah,demam tinggi,berkeringat
3092,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
3093,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
3094,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
3101,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
3102,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
3103,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
3104,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
3119,GERD,sakit perut,keasaman,bisul di lidah,muntah
3122,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
3123,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
3124,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
3127,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
3128,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
3131,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
3132,Malaria,panas dingin,muntah,demam tinggi,berkeringat
3133,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
3134,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
3135,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
3142,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
3143,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
3144,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
3145,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
3160,GERD,sakit perut,keasaman,bisul di lidah,muntah
3163,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
3164,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
3165,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
3168,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
3169,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
3172,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
3173,Malaria,panas dingin,muntah,demam tinggi,berkeringat
3174,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
3175,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
3176,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
3183,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
3184,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
3185,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
3186,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
3201,GERD,sakit perut,keasaman,bisul di lidah,muntah
3204,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
3205,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
3206,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
3209,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
3210,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
3213,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
3214,Malaria,panas dingin,muntah,demam tinggi,berkeringat
3215,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
3216,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
3217,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
3224,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
3225,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
3226,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
3227,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
3242,GERD,sakit perut,keasaman,bisul di lidah,muntah
3245,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
3246,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
3247,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
3250,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
3251,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
3254,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
3255,Malaria,panas dingin,muntah,demam tinggi,berkeringat
3256,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
3257,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
3258,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
3265,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
3266,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
3267,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
3268,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
3283,GERD,sakit perut,keasaman,bisul di lidah,muntah
3286,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
3287,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
3288,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
3291,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
3292,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
3295,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
3296,Malaria,panas dingin,muntah,demam tinggi,berkeringat
3297,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
3298,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
3299,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
3306,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
3307,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
3308,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
3309,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
3324,GERD,sakit perut,keasaman,bisul di lidah,muntah
3327,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
3328,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
3329,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
3332,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
3333,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
3336,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
3337,Malaria,panas dingin,muntah,demam tinggi,berkeringat
3338,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
3339,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
3340,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
3347,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
3348,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
3349,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
3350,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
3365,GERD,sakit perut,keasaman,bisul di lidah,muntah
3368,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
3369,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
3370,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
3373,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
3374,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
3377,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
3378,Malaria,panas dingin,muntah,demam tinggi,berkeringat
3379,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
3380,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
3381,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
3388,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
3389,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
3390,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
3391,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
3406,GERD,sakit perut,keasaman,bisul di lidah,muntah
3409,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
3410,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
3411,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
3414,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
3415,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
3418,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
3419,Malaria,panas dingin,muntah,demam tinggi,berkeringat
3420,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
3421,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
3422,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
3429,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
3430,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
3431,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
3432,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
3447,GERD,sakit perut,keasaman,bisul di lidah,muntah
3450,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
3451,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
3452,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
3455,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
3456,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
3459,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
3460,Malaria,panas dingin,muntah,demam tinggi,berkeringat
3461,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
3462,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
3463,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
3470,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
3471,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
3472,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
3473,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
3488,GERD,sakit perut,keasaman,bisul di lidah,muntah
3491,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
3492,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
3493,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
3496,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
3497,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
3500,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
3501,Malaria,panas dingin,muntah,demam tinggi,berkeringat
3502,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
3503,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
3504,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
3511,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
3512,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
3513,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
3514,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
3529,GERD,sakit perut,keasaman,bisul di lidah,muntah
3532,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
3533,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
3534,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
3537,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
3538,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
3541,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
3542,Malaria,panas dingin,muntah,demam tinggi,berkeringat
3543,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
3544,demam berdarah,ruam kulit,panas dingin,terus menerus_bersin terus menerus terus menerus,muntah
3545,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
3552,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
3553,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
3554,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
3555,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
3570,GERD,sakit perut,keasaman,bisul di lidah,muntah
3573,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
3574,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
3575,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
3578,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
3579,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
3582,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
3583,Malaria,panas dingin,muntah,demam tinggi,berkeringat
3584,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
3585,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
3586,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
3593,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
3594,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
3595,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
3596,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
3611,GERD,sakit perut,keasaman,bisul di lidah,muntah
3614,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
3615,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
3616,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
3619,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
3620,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
3623,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
3624,Malaria,panas dingin,muntah,demam tinggi,berkeringat
3625,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
3626,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
3627,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
3634,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
3635,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
3636,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
3637,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
3652,GERD,sakit perut,keasaman,bisul di lidah,muntah
3655,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
3656,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
3657,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
3660,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
3661,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
3664,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
3665,Malaria,panas dingin,muntah,demam tinggi,berkeringat
3666,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
3667,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
3668,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
3675,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
3676,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
3677,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
3678,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
3693,GERD,sakit perut,keasaman,bisul di lidah,muntah
3696,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
3697,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
3698,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
3701,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
3702,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
3705,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
3706,Malaria,panas dingin,muntah,demam tinggi,berkeringat
3707,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
3708,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
3709,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
3716,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
3717,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
3718,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
3719,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
3734,GERD,sakit perut,keasaman,bisul di lidah,muntah
3737,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
3738,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
3739,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
3742,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
3743,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
3746,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
3747,Malaria,panas dingin,muntah,demam tinggi,berkeringat
3748,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
3749,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
3750,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
3757,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
3758,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
3759,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
3760,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
3775,GERD,sakit perut,keasaman,bisul di lidah,muntah
3778,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
3779,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
3780,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
3783,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
3784,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
3787,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
3788,Malaria,panas dingin,muntah,demam tinggi,berkeringat
3789,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
3790,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
3791,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
3798,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
3799,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
3800,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
3801,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
3816,GERD,sakit perut,keasaman,bisul di lidah,muntah
3819,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
3820,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
3821,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
3824,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
3825,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
3828,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
3829,Malaria,panas dingin,muntah,demam tinggi,berkeringat
3830,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
3831,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
3832,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
3839,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
3840,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
3841,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
3842,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
3857,GERD,sakit perut,keasaman,bisul di lidah,muntah
3860,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
3861,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
3862,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
3865,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
3866,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
3869,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
3870,Malaria,panas dingin,muntah,demam tinggi,berkeringat
3871,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
3872,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
3873,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
3880,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
3881,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
3882,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
3883,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
3898,GERD,sakit perut,keasaman,bisul di lidah,muntah
3901,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
3902,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
3903,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
3906,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
3907,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
3910,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
3911,Malaria,panas dingin,muntah,demam tinggi,berkeringat
3912,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
3913,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
3914,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
3921,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
3922,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
3923,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
3924,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
3939,GERD,sakit perut,keasaman,bisul di lidah,muntah
3942,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
3943,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
3944,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
3947,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
3948,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
3951,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
3952,Malaria,panas dingin,muntah,demam tinggi,berkeringat
3953,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
3954,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
3955,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
3962,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
3963,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
3964,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
3965,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
3980,GERD,sakit perut,keasaman,bisul di lidah,muntah
3983,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
3984,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
3985,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
3988,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
3989,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
3992,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
3993,Malaria,panas dingin,muntah,demam tinggi,berkeringat
3994,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
3995,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
3996,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
4003,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
4004,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
4005,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
4006,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
4021,GERD,sakit perut,keasaman,bisul di lidah,muntah
4024,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
4025,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
4026,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
